,transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
6470,2006,Francesco Tavano,FC Empoli,Serie A,Valencia,LaLiga,9000000.0,7000000,Forward,1979,27
6472,2006,Pascal Chimbonda,Wigan,Premier League,Spurs,Premier League,9000000.0,3000000,Defender,1979,27
6473,2006,Massimo Oddo,Lazio,Serie A,AC Milan,Serie A,6000000.0,9000000,Defender,1976,30
6474,2006,Fernando Morientes,Liverpool,Premier League,Valencia,LaLiga,4000000.0,9000000,Forward,1976,30
6475,2006,Per Mertesacker,Hannover 96,Bundesliga,Werder Bremen,Bundesliga,4000000.0,9000000,Defender,1984,22
6476,2006,Alex Frei,Stade Rennais,Ligue 1,Bor. Dortmund,Bundesliga,3000000.0,9000000,Forward,1979,27
6478,2006,Marcelinho Paraíba,Hertha BSC,Bundesliga,Trabzonspor,Süper Lig,2000000.0,9000000,Midfielder,1975,31
6484,2006,Arouna Koné,Roda JC,Eredivisie,PSV Eindhoven,Eredivisie,8000000.0,5000000,Forward,1984,22
6485,2006,Craig Bellamy,Blackburn,Premier League,Liverpool,Premier League,8000000.0,8000000,Forward,1979,27
6486,2006,Arouna Koné,Roda JC,Eredivisie,PSV Eindhoven,Eredivisie,8000000.0,5000000,Forward,1984,22
6491,2006,Javier Chevantón,Monaco,Ligue 1,Sevilla FC,LaLiga,8000000.0,6000000,Forward,1980,26
6492,2006,Robert Huth,Chelsea,Premier League,Middlesbrough,Premier League,8000000.0,2000000,Defender,1984,22
6493,2006,Amauri,Chievo Verona,Serie A,US Palermo,Serie A,7000000.0,3000000,Forward,1980,26
6495,2006,Jan Vennegoor of Hesselink,PSV Eindhoven,Eredivisie,Celtic,Premiership,4000000.0,7000000,Forward,1979,27
6496,2006,Salomon Kalou,Feyenoord,Eredivisie,Chelsea,Premier League,3000000.0,7000000,Forward,1985,21
6497,2006,Johan Micoud,Werder Bremen,Bundesliga,G. Bordeaux,Ligue 1,2000000.0,7000000,Midfielder,1973,33
6499,2006,Mista,Valencia,LaLiga,Atlético Madrid,LaLiga,3000000.0,7000000,Forward,1979,27
6501,2006,Steed Malbranque,Fulham,Premier League,Spurs,Premier League,2000000.0,7000000,Midfielder,1980,26
6502,2006,Nilmar,Olympique Lyon,Ligue 1,Corinthians,Série A,7000000.0,5000000,Forward,1984,22
6503,2006,Kim Källström,Stade Rennais,Ligue 1,Olympique Lyon,Ligue 1,7000000.0,6000000,Midfielder,1982,24
6523,2006,Sébastien Squillaci,Monaco,Ligue 1,Olympique Lyon,Ligue 1,4000000.0,6000000,Defender,1980,26
6524,2006,Jean-Alain Boumsong,Newcastle,Premier League,Juventus,Serie B,3000000.0,6000000,Defender,1980,26
6525,2006,Hugo Viana,Newcastle,Premier League,Valencia,LaLiga,2000000.0,6000000,Midfielder,1983,23
6533,2006,Jérémy Toulalan,FC Nantes,Ligue 1,Olympique Lyon,Ligue 1,6000000.0,6000000,Midfielder,1983,23
6535,2006,Maicon,Monaco,Ligue 1,Inter,Serie A,6000000.0,6000000,Defender,1981,25
6536,2006,Fabio Grosso,US Palermo,Serie A,Inter,Serie A,4000000.0,6000000,Defender,1978,28
6537,2006,Daniel Moreira,Toulouse,Ligue 1,Stade Rennais,Ligue 1,4000000.0,6000000,Forward,1977,29
6538,2006,Denny Landzaat,AZ Alkmaar,Eredivisie,Wigan,Premier League,3000000.0,6000000,Midfielder,1976,30
6545,2006,Luís Boa Morte,Fulham,Premier League,West Ham,Premier League,6000000.0,3000000,Midfield,1977,29
6548,2006,Stefan Kießling,1.FC Nuremberg,Bundesliga,Bay. Leverkusen,Bundesliga,5000000.0,4000000,Forward,1984,22
6549,2006,David Odonkor,Bor. Dortmund,Bundesliga,Real Betis,LaLiga,5000000.0,4000000,Defender,1984,22
6551,2006,Mario Santana,US Palermo,Serie A,Fiorentina,Serie A,4000000.0,5000000,Forward,1982,24
6552,2006,Olivier Thomert,Lens,Ligue 1,Stade Rennais,Ligue 1,4000000.0,5000000,Midfield,1980,26
6553,2006,Jiri Jarosik,Chelsea,Premier League,Celtic,Premiership,3000000.0,5000000,Defender,1978,28
6554,2006,Olivier Monterrubio,Stade Rennais,Ligue 1,Lens,Ligue 1,1000000.0,5000000,Midfield,1976,30
6555,2006,Laurén,Arsenal,Premier League,Portsmouth,Premier League,495000.0,5000000,Defender,1977,29
6560,2006,Stephen Makinwa,US Palermo,Serie A,Lazio,Serie A,5000000.0,3000000,Forward,1983,23
6561,2006,Alou Diarra,Lens,Ligue 1,Olympique Lyon,Ligue 1,5000000.0,4000000,Midfielder,1981,25
6563,2006,Joris Mathijsen,AZ Alkmaar,Eredivisie,Hamburger SV,Bundesliga,5000000.0,5000000,Defender,1980,26
6564,2006,Fernando Navarro,FC Barcelona,LaLiga,RCD Mallorca,LaLiga,5000000.0,2000000,Defender,1982,24
6566,2006,Ilan,FC Sochaux,Ligue 1,Saint-Étienne,Ligue 1,5000000.0,4000000,Forward,1980,26
6570,2006,Fábio Simplício,Parma,Serie A,US Palermo,Serie A,4000000.0,5000000,Midfielder,1979,27
6572,2006,Benoît Pedretti,Olympique Lyon,Ligue 1,AJ Auxerre,Ligue 1,4000000.0,5000000,Midfielder,1981,25
6573,2006,Riki,Getafe,LaLiga,Dep. La Coruña,LaLiga,4000000.0,5000000,Forward,1980,26
6575,2006,Simone Barone,US Palermo,Serie A,Torino,Serie A,3000000.0,5000000,Midfielder,1978,28
6577,2006,Daniele Bonera,Parma,Serie A,AC Milan,Serie A,2000000.0,5000000,Defender,1981,25
6578,2006,Andreas Isaksson,Stade Rennais,Ligue 1,Man City,Premier League,2000000.0,5000000,Goalkeeper,1981,25
6582,2006,Juanfran,Real Madrid,LaLiga,CA Osasuna,LaLiga,360000.0,5000000,Defender,1985,21
6591,2006,Andy Reid,Spurs,Premier League,Charlton,Premier League,3000000.0,5000000,Midfield,1982,24
6594,2006,Christian Terlizzi,US Palermo,Serie A,Sampdoria,Serie A,1000000.0,5000000,Defender,1980,26
6596,2006,Juan Pablo Sorín,Villarreal,LaLiga,Hamburger SV,Bundesliga,2000000.0,4000000,Defender,1976,30
6597,2006,Jaap Stam,AC Milan,Serie A,Ajax,Eredivisie,2000000.0,4000000,Defender,1972,34
6601,2006,Souleymane Diawara,FC Sochaux,Ligue 1,Charlton,Premier League,4000000.0,3000000,Defender,1979,27
6602,2006,Emiliano Bonazzoli,Parma,Serie A,Sampdoria,Serie A,4000000.0,4000000,Forward,1979,27
6608,2006,Pierre-Alain Frau,Olympique Lyon,Ligue 1,Paris SG,Ligue 1,4000000.0,4000000,Forward,1980,26
6613,2006,Nelson Haedo Valdez,Werder Bremen,Bundesliga,Bor. Dortmund,Bundesliga,4000000.0,4000000,Forward,1984,22
6616,2006,Matt Moussilou,LOSC Lille,Ligue 1,OGC Nice,Ligue 1,3000000.0,4000000,Forward,1982,24
6617,2006,Péguy Luyindula,Marseille,Ligue 1,Paris SG,Ligue 1,3000000.0,4000000,Forward,1979,27
6618,2006,Luis Jiménez,Fiorentina,Serie A,Ternana,Serie C1 - B,2000000.0,4000000,Midfielder,1984,22
6621,2006,Jan Kromkamp,Liverpool,Premier League,PSV Eindhoven,Eredivisie,2000000.0,4000000,Defender,1980,26
6622,2006,Modeste M'Bami,Paris SG,Ligue 1,Marseille,Ligue 1,2000000.0,4000000,Midfielder,1983,23
6623,2006,Frank Rost,FC Schalke 04,Bundesliga,Hamburger SV,Bundesliga,1000000.0,4000000,Goalkeeper,1973,33
6624,2006,Gaetano D'Agostino,AS Roma,Serie A,Udinese,Serie A,1000000.0,4000000,Midfielder,1982,24
6636,2006,Yoann Gourcuff,Stade Rennais,Ligue 1,AC Milan,Serie A,4000000.0,3000000,Midfielder,1986,20
6639,2006,Franck Queudrue,Middlesbrough,Premier League,Fulham,Premier League,4000000.0,4000000,Defender,1978,28
6641,2006,Johann Vogel,AC Milan,Serie A,Real Betis,LaLiga,4000000.0,4000000,Midfielder,1977,29
6643,2006,Mariano Pernía,Getafe,LaLiga,Atlético Madrid,LaLiga,3000000.0,4000000,Defender,1977,29
6644,2006,Jimmy Bullard,Wigan,Premier League,Fulham,Premier League,3000000.0,4000000,Midfielder,1979,27
6646,2006,Cesare Bovo,AS Roma,Serie A,US Palermo,Serie A,3000000.0,4000000,Defender,1983,23
6647,2006,Markus Rosenberg,Ajax,Eredivisie,Werder Bremen,Bundesliga,2000000.0,4000000,Forward,1982,24
6648,2006,Kevin Kilbane,Everton,Premier League,Wigan,Premier League,2000000.0,4000000,Midfield,1977,29
6649,2006,Marco Di Vaio,Monaco,Ligue 1,Genoa,Serie B,1000000.0,4000000,Forward,1976,30
6672,2006,Calum Davenport,Spurs,Premier League,West Ham,Premier League,3000000.0,1000000,Defender,1983,23
6674,2006,Andrea Coda,FC Empoli,Serie A,Udinese,Serie A,2000000.0,3000000,Defender,1985,21
6677,2006,Jason Roberts,Wigan,Premier League,Blackburn,Premier League,3000000.0,3000000,Forward,1978,28
6679,2006,Frédéric Thomas,Le Mans UC 72,Ligue 1,AJ Auxerre,Ligue 1,3000000.0,3000000,Midfielder,1980,26
6680,2006,Andreas Hinkel,VfB Stuttgart,Bundesliga,Sevilla FC,LaLiga,3000000.0,3000000,Defender,1982,24
6690,2006,Angelos Charisteas,Ajax,Eredivisie,Feyenoord,Eredivisie,2000000.0,3000000,Forward,1980,26
6691,2006,Luigi Pieroni,AJ Auxerre,Ligue 1,FC Nantes,Ligue 1,2000000.0,3000000,Forward,1980,26
6692,2006,Juan Sebastián Verón,Chelsea,Premier League,Estudiantes,Torneo Final,1000000.0,3000000,Midfielder,1975,31
6693,2006,Leandro Cufré,AS Roma,Serie A,Monaco,Ligue 1,1000000.0,3000000,Defender,1978,28
6694,2006,Jesper Grönkjaer,VfB Stuttgart,Bundesliga,FC Copenhagen,SAS Ligaen,1000000.0,3000000,Forward,1977,29
6695,2006,Bernardo Corradi,Valencia,LaLiga,Man City,Premier League,1000000.0,3000000,Forward,1976,30
6696,2006,Antônio da Silva,1.FSV Mainz 05,Bundesliga,VfB Stuttgart,Bundesliga,1000000.0,3000000,Midfielder,1978,28
6697,2006,Sylvain Monsoreau,Olympique Lyon,Ligue 1,Monaco,Ligue 1,1000000.0,3000000,Defender,1981,25
6698,2006,Abdoulaye Méïté,Marseille,Ligue 1,Bolton,Premier League,1000000.0,3000000,Defender,1980,26
6700,2006,Laurent Batlles,Marseille,Ligue 1,Toulouse,Ligue 1,810000.0,3000000,Midfielder,1975,31
6702,2006,Andy Cole,Man City,Premier League,Portsmouth,Premier League,675000.0,3000000,Forward,1972,34
6703,2006,Dietmar Hamann,Bolton,Premier League,Man City,Premier League,540000.0,3000000,Midfielder,1973,33
6721,2006,Álvaro Arbeloa,Dep. La Coruña,LaLiga,Liverpool,Premier League,3000000.0,1000000,Defender,1983,23
6722,2006,Bruno Cheyrou,Liverpool,Premier League,Stade Rennais,Ligue 1,900000.0,3000000,Midfielder,1978,28
6723,2006,Lee Bowyer,Newcastle,Premier League,West Ham,Premier League,1000000.0,3000000,Midfielder,1977,29
6734,2006,Shefki Kuqi,Blackburn,Premier League,Crystal Palace,Championship,3000000.0,1000000,Forward,1977,29
6737,2006,Danijel Ljuboja,Paris SG,Ligue 1,VfB Stuttgart,Bundesliga,1000000.0,3000000,Forward,1978,28
6738,2006,Michael Thurk,1.FSV Mainz 05,Bundesliga,E. Frankfurt,Bundesliga,1000000.0,3000000,Forward,1976,30
6741,2006,Joey Gudjónsson,AZ Alkmaar,Eredivisie,Burnley,Championship,203000.0,3000000,Midfielder,1980,26
6745,2006,Chris Kirkland,Liverpool,Premier League,Wigan,Premier League,3000000.0,2000000,Goalkeeper,1981,25
6749,2006,David James,Man City,Premier League,Portsmouth,Premier League,1000000.0,3000000,Goalkeeper,1970,36
6751,2006,Gijs Luirink,FC Groningen,Eredivisie,AZ Alkmaar,Eredivisie,3000000.0,675000,Defender,1983,23
6752,2006,Jérémy Ménez,FC Sochaux,Ligue 1,Monaco,Ligue 1,3000000.0,3000000,Defender,1987,19
6755,2006,Stefano Mauri,Udinese,Serie A,Lazio,Serie A,3000000.0,2000000,Midfielder,1980,26
6756,2006,Diego Rivas,Getafe,LaLiga,Real Sociedad,LaLiga,3000000.0,1000000,Midfielder,1980,26
6760,2006,Thomas Gravesen,Real Madrid,LaLiga,Celtic,Premiership,2000000.0,3000000,Midfielder,1976,30
6761,2006,Kenneth Pérez,AZ Alkmaar,Eredivisie,Ajax,Eredivisie,2000000.0,3000000,Forward,1974,32
6762,2006,Vitali Kutuzov,Sampdoria,Serie A,Parma,Serie A,1000000.0,3000000,Forward,1980,26
6765,2006,Mauro Rosales,Ajax,Eredivisie,River Plate,Torneo Final,1000000.0,3000000,Midfield,1981,25
6766,2006,Kevin Phillips,Aston Villa,Premier League,West Brom,Championship,945000.0,3000000,Forward,1973,33
6769,2006,Johan Vonlanthen,PSV Eindhoven,Eredivisie,RB Salzburg,Bundesliga,720000.0,3000000,Midfield,1986,20
6770,2006,Ben Thatcher,Man City,Premier League,Charlton,Premier League,675000.0,3000000,Defender,1976,30
6773,2006,Mathieu Berson,Aston Villa,Premier League,Levante,LaLiga,225000.0,3000000,Midfielder,1980,26
6806,2006,Radhi Jaidi,Bolton,Premier League,Birmingham,Championship,2000000.0,1000000,Defender,1975,31
6807,2006,Erjon Bogdani,Siena,Serie A,Chievo Verona,Serie A,2000000.0,2000000,Forward,1977,29
6808,2006,Joey Didulica,Austria Vienna,Bundesliga,AZ Alkmaar,Eredivisie,1000000.0,2000000,Goalkeeper,1978,28
6809,2006,Jacek Krzynowek,Bay. Leverkusen,Bundesliga,VfL Wolfsburg,Bundesliga,1000000.0,2000000,Midfield,1976,30
6817,2006,Pasquale Foggia,AC Milan,Serie A,Lazio,Serie A,2000000.0,2000000,Midfielder,1983,23
6819,2006,José Manuel Jurado,Real Madrid,LaLiga,Atlético Madrid,LaLiga,2000000.0,2000000,Midfielder,1986,20
6824,2006,André Ooijer,PSV Eindhoven,Eredivisie,Blackburn,Premier League,2000000.0,2000000,Defender,1974,32
6826,2006,Leonardo Ponzio,Real Zaragoza,LaLiga,River Plate,Torneo Final,2000000.0,1000000,Midfielder,1982,24
6827,2006,Abdoulaye Fayé,Lens,Ligue 1,Bolton,Premier League,2000000.0,2000000,Defender,1978,28
6828,2006,Amdy Fayé,Newcastle,Premier League,Charlton,Premier League,2000000.0,2000000,Midfielder,1977,29
6829,2006,Carlton Cole,Chelsea,Premier League,West Ham,Premier League,2000000.0,2000000,Forward,1984,22
6830,2006,Cribari,Udinese,Serie A,Lazio,Serie A,2000000.0,2000000,Defender,1980,26
6834,2006,Yohan Hautcoeur,Le Mans UC 72,Ligue 1,Saint-Étienne,Ligue 1,2000000.0,2000000,Midfielder,1982,24
6838,2006,Ivan Pelizzoli,Reggina,Serie A,Loko Moscow,Premier Liga,2000000.0,2000000,Goalkeeper,1981,25
6840,2006,Ryan Donk,RKC Waalwijk,Eredivisie,AZ Alkmaar,Eredivisie,2000000.0,-1,Defender,1986,20
6844,2006,Mohamed Zidan,Werder Bremen,Bundesliga,1.FSV Mainz 05,Bundesliga,2000000.0,2000000,Forward,1982,24
6847,2006,Paolo Guerrero,Bayern Munich ,Bundesliga,Hamburger SV,Bundesliga,2000000.0,2000000,Forward,1984,22
6849,2006,Nicola Pozzi,AC Milan,Serie A,FC Empoli,Serie A,2000000.0,2000000,Forward,1986,20
6850,2006,Lucas Neill,Blackburn,Premier League,West Ham,Premier League,2000000.0,2000000,Defender,1978,28
6851,2006,Ivan Pelizzoli,AS Roma,Serie A,Reggina,Serie A,1000000.0,2000000,Goalkeeper,1981,25
6852,2006,Adailton,Stade Rennais,Ligue 1,Santos FC,Série A,1000000.0,2000000,Defender,1983,23
6855,2006,Djimi Traoré,Charlton,Premier League,Portsmouth,Premier League,1000000.0,2000000,Defender,1980,26
6858,2006,Igor Budan,Atalanta,Serie A,US Palermo,Serie A,900000.0,2000000,Forward,1980,26
6860,2006,Martijn Meerdink,AZ Alkmaar,Eredivisie,FC Groningen,Eredivisie,630000.0,2000000,Defender,1976,30
6912,2006,Pascal Cygan,Arsenal,Premier League,Villarreal,LaLiga,2000000.0,1000000,Defender,1974,32
6913,2006,Djimi Traoré,Liverpool,Premier League,Charlton,Premier League,2000000.0,2000000,Defender,1980,26
6914,2006,Isaac Boakye,Arm. Bielefeld,Bundesliga,VfL Wolfsburg,Bundesliga,1000000.0,2000000,Forward,1982,24
6921,2006,Ade Akinbiyi,Sheff Utd,Premier League,Burnley,Championship,990000.0,2000000,Forward,1975,31
6948,2006,Filip Sebo,Austria Vienna,Bundesliga,Rangers,Premiership,2000000.0,990000,Forward,1984,22
6954,2006,Antonio Barragán,Liverpool,Premier League,Dep. La Coruña,LaLiga,2000000.0,225000,Defender,1987,19
6956,2006,Valerio Bertotto,Udinese,Serie A,Siena,Serie A,2000000.0,1000000,Defender,1973,33
6960,2006,Rudi Skacel,Marseille,Ligue 1,Southampton,Championship,1000000.0,2000000,Midfield,1979,27
6963,2006,Tosin Dosunmu,Austria Vienna,Bundesliga,AS Nancy,Ligue 1,1000000.0,2000000,Defender,1980,26
6965,2006,Christian Tiffert,VfB Stuttgart,Bundesliga,RB Salzburg,Bundesliga,1000000.0,2000000,Midfielder,1982,24
6966,2006,Miranda,FC Sochaux,Ligue 1,São Paulo,Série A,1000000.0,2000000,Defender,1984,22
6967,2006,Toifilou Maoulida,Monaco,Ligue 1,Marseille,Ligue 1,900000.0,2000000,Forward,1979,27
6971,2006,André Pinga,Torino,Serie A,Internacional,Série A,810000.0,2000000,Midfielder,1981,25
6977,2006,Peter Niemeyer,Twente FC,Eredivisie,Werder Bremen,Bundesliga,405000.0,2000000,Midfielder,1984,22
6979,2006,Henk Timmer,AZ Alkmaar,Eredivisie,Feyenoord,Eredivisie,225000.0,2000000,Goalkeeper,1972,34
6980,2006,Jhon Viáfara,Portsmouth,Premier League,Southampton,Championship,225000.0,2000000,Midfielder,1979,27
7054,2006,David Connolly,Wigan,Premier League,Sunderland,Championship,2000000.0,1000000,Forward,1977,29
7055,2006,Neil Mellor,Liverpool,Premier League,Preston,Championship,2000000.0,1000000,Forward,1983,23
7056,2006,Marc-Antoine Fortuné,FC Utrecht,Eredivisie,AS Nancy,Ligue 1,2000000.0,405000,Forward,1981,25
7058,2006,Koke,Marseille,Ligue 1,Aris Saloniki,Super League,900000.0,2000000,Forward,1983,23
7066,2006,Stephen Warnock,Liverpool,Premier League,Blackburn,Premier League,2000000.0,1000000,Defender,1982,24
7067,2006,Damien Francis,Wigan,Premier League,Watford,Premier League,2000000.0,2000000,Midfielder,1979,27
7069,2006,Stephen Warnock,Liverpool,Premier League,Blackburn,Premier League,2000000.0,1000000,Defender,1982,24
7075,2006,Álvaro,Real Zaragoza,LaLiga,Levante,LaLiga,810000.0,2000000,Defender,1978,28
7076,2006,Veljko Paunovic,Getafe,LaLiga,Rubin Kazan,Premier Liga,720000.0,2000000,Forward,1977,29
7077,2006,David Bellion,Man Utd,Premier League,OGC Nice,Ligue 1,450000.0,2000000,Forward,1983,23
7092,2006,Gianluca Comotto,AS Roma,Serie A,Torino,Serie A,1000000.0,540000,Defender,1979,27
7093,2006,Massimo Gobbi,Cagliari Calcio,Serie A,Treviso,Serie B,1000000.0,1000000,Defender,1981,25
7110,2006,Sammy Traoré,OGC Nice,Ligue 1,Paris SG,Ligue 1,1000000.0,1000000,Defender,1976,30
7117,2006,Karim Ziani,FC Lorient,Ligue 1,FC Sochaux,Ligue 1,1000000.0,1000000,Midfielder,1982,24
7119,2006,Pietro Accardi,US Palermo,Serie A,Sampdoria,Serie A,1000000.0,225000,Defender,1982,24
7120,2006,Florian Boucansaud,OGC Nice,Ligue 1,Troyes,Ligue 1,1000000.0,900000,Defender,1981,25
7123,2006,Massimo Bonanni,US Palermo,Serie A,Sampdoria,Serie A,1000000.0,1000000,Midfield,1982,24
7126,2006,Dwight Tiendalli,FC Utrecht,Eredivisie,Feyenoord,Eredivisie,1000000.0,180000,Defender,1986,20
7131,2006,Oumar Kalabane,AJ Auxerre,Ligue 1,Manisaspor,Süper Lig,1000000.0,765000,Defender,1981,25
7142,2006,Damià,FC Barcelona,LaLiga,Real Betis,LaLiga,900000.0,1000000,Defender,1982,24
7143,2006,Brian Priske,Portsmouth,Premier League,Club Brugge,Jupiler Pro League,900000.0,1000000,Defender,1977,29
7146,2006,Matías Lequi,Lazio,Serie A,Celta de Vigo,LaLiga,675000.0,1000000,Defender,1981,25
7149,2006,Sasa Papac,Austria Vienna,Bundesliga,Rangers,Premiership,450000.0,1000000,Defender,1980,26
7152,2006,Daniele Corvia,AS Roma,Serie A,Siena,Serie A,360000.0,1000000,Forward,1985,21
7155,2006,Filippo Cristante,Messina Peloro,Serie A,Mantova,Serie B,270000.0,1000000,Defender,1977,29
7157,2006,Cristiano,Roda JC,Eredivisie,FC Basel,Super League,230000.0,1000000,Forward,1981,25
7257,2006,Moris Carrozzieri,Sampdoria,Serie A,Atalanta,Serie A,1000000.0,90000,Defender,1981,25
7261,2006,Salvatore Bocchetti,Ascoli,Serie A,Frosinone,Serie B,1000000.0,45000,Defender,1987,19
7269,2006,Marek Saganowski,Troyes,Ligue 1,Southampton,Championship,1000000.0,1000000,Forward,1979,27
7270,2006,Youssouf Hadji,Stade Rennais,Ligue 1,AS Nancy,Ligue 1,1000000.0,1000000,Forward,1980,26
7271,2006,Fabio Quagliarella,Udinese,Serie A,Sampdoria,Serie A,1000000.0,1000000,Forward,1983,23
7274,2006,Sébastien Roudet,OGC Nice,Ligue 1,Valenciennes FC,Ligue 1,810000.0,1000000,Midfielder,1981,25
7277,2006,Sanel Kuljic,SV Ried,Bundesliga,FC Sion,Super League,405000.0,1000000,Forward,1978,28
7303,2006,Jérémy Clément,Olympique Lyon,Ligue 1,Rangers,Premiership,1000000.0,1000000,Midfielder,1984,22
7309,2006,Graham Kavanagh,Wigan,Premier League,Sunderland,Championship,675000.0,1000000,Midfielder,1974,32
7348,2006,Thomas Broich,Bor. M'gladbach,Bundesliga,1. FC Köln,2. Bundesliga,450000.0,1000000,Midfielder,1981,25
7360,2006,Stephen Kelly,Spurs,Premier League,Birmingham,Championship,1000000.0,720000,Defender,1983,23
7366,2006,Francisco Copado,E. Frankfurt,Bundesliga,TSG Hoffenheim,Regionalliga Süd,270000.0,1000000,Forward,1974,32
7379,2006,Tyrone Mears,West Ham,Premier League,Derby,Championship,1000000.0,1000000,Defender,1983,23
7380,2006,David Jones,Man Utd,Premier League,Derby,Championship,1000000.0,675000,Midfielder,1985,21
7382,2006,Theo Lucius,PSV Eindhoven,Eredivisie,Feyenoord,Eredivisie,1000000.0,900000,Midfielder,1977,29
7383,2006,Jordi López,Sevilla FC,LaLiga,RCD Mallorca,LaLiga,1000000.0,450000,Midfielder,1981,25
7385,2006,Sebastian Larsson,Arsenal,Premier League,Birmingham,Championship,1000000.0,360000,Midfielder,1985,21
7389,2006,Manuel da Costa,AS Nancy,Ligue 1,PSV Eindhoven,Eredivisie,1000000.0,450000,Defender,1986,20
7392,2006,Paolo Dellafiore,Inter,Serie A,US Palermo,Serie A,1000000.0,1000000,Defender,1985,21
7393,2006,Danko Lazovic,Feyenoord,Eredivisie,Vitesse,Eredivisie,1000000.0,900000,Forward,1983,23
7405,2006,Tyrone Mears,West Ham,Premier League,Derby,Championship,1000000.0,1000000,Defender,1983,23
7406,2006,Sebastian Larsson,Arsenal,Premier League,Birmingham,Championship,1000000.0,360000,Midfielder,1985,21
7410,2006,Edú,1.FSV Mainz 05,Bundesliga,Suwon Bluewings,K League Classic,1000000.0,1000000,Forward,1982,24
7413,2006,Paul Ifill,Sheff Utd,Premier League,Crystal Palace,Championship,1000000.0,1000000,Defender,1980,26
7414,2006,Bogdan Lobont,Fiorentina,Serie A,Dinamo Bucarest,Liga 1,990000.0,1000000,Goalkeeper,1978,28
7415,2006,Edú,VfL Bochum,Bundesliga,1.FSV Mainz 05,Bundesliga,900000.0,1000000,Forward,1982,24
7417,2006,Ivan Franceschini,Reggina,Serie A,Torino,Serie A,720000.0,1000000,Defender,1977,29
7418,2006,Giovanni Pasquale,Inter,Serie A,AS Livorno,Serie A,720000.0,1000000,Defender,1982,24
7419,2006,Naohiro Takahara,Hamburger SV,Bundesliga,E. Frankfurt,Bundesliga,675000.0,1000000,Forward,1979,27
7421,2006,Michael Chopra,Newcastle,Premier League,Cardiff,Championship,675000.0,1000000,Forward,1984,22
7440,2006,Muhammet Akagündüz,Rapid Vienna,Bundesliga,Kayserispor,Süper Lig,27000.0,1000000,Forward,1978,28
7565,2006,Alexander Madlung,Hertha BSC,Bundesliga,VfL Wolfsburg,Bundesliga,1000000.0,1000000,Defender,1982,24
7587,2006,Olivier Sorin,AS Nancy,Ligue 1,AJ Auxerre,Ligue 1,1000000.0,180000,Goalkeeper,1981,25
7589,2006,Álvaro Arbeloa,Real Madrid,LaLiga,Dep. La Coruña,LaLiga,1000000.0,630000,Defender,1983,23
7593,2006,Jean Calvé,FC Sochaux,Ligue 1,Le Mans UC 72,Ligue 1,900000.0,1000000,Defender,1984,22
